List of importing markets for a product exported by Saudi Arabia Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Ghana	3,146	0	4,510	0	11,972	23,212	25,571	0	0	0	0	0	
Gibraltar	19,349	0	34,032	0	2,309	88,812	43,213	0	0	0	0	0	
Greece	18,228	0	1,195,903	0	2,258,243	2,338,640	184,063	0	0	0	0	0	
Greenland	0	0	0	0	0	0	0	0	0	0	0	0	
Grenada	0	0	0	0	0	0	0	0	0	0	0	0	
Guatemala	0	0	27	0	326	2,179	2,515	0	0	0	0	0	
Guinea	232	0	2,005	0	4,391	12,549	12,099	0	0	0	0	0	
Guyana	0	0	1,489	0	156	95	3	0	0	0	0	0	
Haiti	0	0	0	0	0	0	0	0	0	0	0	0	
Honduras	0	0	119	0	39	2	63	0	0	0	0	0	
Hong Kong, China	372,672	0	157,755	0	542,665	567,342	480,709	0	0	0	0	0	
Hungary	660	0	41	0	419	195	566	0	0	0	0	0	
Iceland	64	0	78	0	207	12	389	0	0	0	0	0	
India	317,001	0	5,547,784	0	10,739,708	12,956,053	3,387,400	0	0	0	0	0	
Indonesia	99,213	0	1,577,819	0	2,447,575	3,066,606	683,605	0	0	0	0	0	
Iran (Islamic Republic of)	118,956	0	209,090	0	219,307	309,811	542,017	0	0	0	0	0	
Iraq	70,517	0	20,930	0	67,534	132,882	391,944	0	0	0	0	0	
Ireland	799	0	540	0	1,004	25,493	3,554	0	0	0	0	0	
Italy	1,726,149	1,744,478	2,364,120	0	5,377,021	5,169,343	3,376,572	0	0	0	0	0	
Jamaica	446	0	0	0	0	0	0	0	0	0	0	0	
Japan	3,218,305	9,484,164	13,153,340	0	28,180,495	34,811,527	62,970,853	0	0	0	0	0	
Jordan	135,791	0	1,074,447	0	2,732,571	3,243,718	1,181,405	0	0	0	0	0	
Kazakhstan	368	0	52	0	879	422	949	0	0	0	0	0	
Kenya	33,259	0	323,179	0	468,534	551,712	478,764	0	0	0	0	0	
Korea, Democratic People's Republic of	231,448	0	0	0	5,736	7,068	8,665	0	0	0	0	0	
Korea, Republic of	63,948	0	8,484,339	0	15,312,115	19,377,836	1,624,169	0	0	0	0	0	
Kuwait	413,543	0	794,128	0	1,181,985	1,300,069	1,523,876	0	0	0	0	0	
Kyrgyzstan	16	0	0	0	3	0	315	0	0	0	0	0	
LAIA not elsewhere specified	1,110,493	920,693	0	1,450,499	0	0	1,582,548	3,459,349	1,993,719	2,723,617	4,695,902	3,792,128	
Lao People's Democratic Republic	7	0	0	0	0	0	329	0	0	0	0	0	
Latvia	16	0	0	0	22	0	808	0	0	0	0	0	
Lebanon	63,351	0	265,091	0	446,827	343,176	291,823	0	0	0	0	0	
Lesotho	25	0	0	0	105	283	587	0	0	0	0	0	
Liberia	73	0	465	0	1,350	2,155	948	0	0	0	0	0	
Libya	9,166	0	17,285	0	55,203	88,703	121,360	0	0	0	0	0	
Lithuania	0	0	0	0	78	300	85	0	0	0	0	0	
Luxembourg	172	0	434	0	7	77	292	0	0	0	0	0	
Macao, China	358	0	8	0	21	220	32	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	0	61	1	0	0	0	0	0	
Madagascar	2,604	0	14,069	0	710	1,212	1,404	0	0	0	0	0	
Malawi	78	0	212	0	490	480	1,776	0	0	0	0	0	
Malaysia	66,089	0	627,674	0	1,191,836	1,508,281	740,558	0	0	0	0	0	
Maldives	176	0	9	0	2,097	722	1,184	0	0	0	0	0	
Mali	127	0	380	0	2,594	2,582	2,052	0	0	0	0	0	
Malta	37,212	0	105,551	0	130,697	142,598	200,389	0	0	0	0	0	
Marshall Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Mauritania	1,281	0	18,739	0	8,466	6,593	30,204	0	0	0	0	0	
Mauritius	1,000	0	52,914	0	93,083	134,253	2,478	0	0	0	0	0	
Mayotte	0	0	0	0	0	46	0	0	0	0	0	0	
Mexico	4,020	0	186,243	0	395,302	311,060	464,984	0	0	0	0	0	
Micronesia (Federated States of)	0	0	0	0	0	0	0	0	0	0	0	0	
Mongolia	0	0	0	0	0	0	26	0	0	0	0	0	
Morocco	101,912	0	639,614	0	1,288,300	1,446,554	399,687	0	0	0	0	0	
Mozambique	4,175	0	31,839	0	130,250	55,244	34,854	0	0	0	0	0	
Myanmar	3,176	0	48	0	15	276	668	0	0	0	0	0	
Namibia	3,303	0	135	0	400	1,006	1,335	0	0	0	0	0	
Nauru	0	0	0	0	0	0	10	0	0	0	0	0	
Nepal	3,220	0	335	0	8,050	3,891	1,869	0	0	0	0	0	
Netherland Antilles	0	0	0	0	0	0	0	0	0	0	0	0	
Netherlands	2,090,353	1,583,994	2,756,918	0	6,488,146	6,496,980	3,855,125	0	0	0	0	0	
New Zealand	22,084	0	87,309	0	107,965	290,178	91,700	0	0	0	0	0	
Nicaragua	0	0	0	0	0	29	0	0	0	0	0	0	
Niger	13	0	0	0	1,999	4,737	3,217	0	0	0	0	0	
Nigeria	22,349	0	88,691	0	81,253	63,512	69,938	0	0	0	0	0	
Northern Mariana Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Norway	1,038	0	1,208	0	4,297	5,934	7,384	0	0	0	0	0	
Oceania Nes	0	112,810	0	412,242	0	0	0	862,673	530,565	500,489	1,061,478	1,260,710	
Oman	146,411	0	275,073	0	390,554	403,218	493,916	0	0	0	0	0	
Pakistan	152,757	0	1,287,546	0	2,518,194	3,034,171	1,009,308	0	0	0	0	0	
Palau	0	0	0	0	0	0	0	0	0	0	0	0	
Palestine, State of	73	0	5	0	383	239	2,762	0	0	0	0	0	
Panama	288	0	115	0	29	45,289	0	0	0	0	0	0	
Papua New Guinea	0	0	0	0	0	0	12	0	0	0	0	0	
Paraguay	209	0	0	0	21,225	90	45	0	0	0	0	0	
Peru	17	0	476	0	3,514	2,016	8,898	0	0	0	0	0	
Philippines	60,402	0	1,201,444	0	2,280,508	2,870,816	96,512	0	0	0	0	0	
Pitcairn	0	0	0	0	0	0	0	0	0	0	0	0	
Poland	442	0	6,139	0	18,496	14,330	46,714	0	0	0	0	0	
Portugal	145	0	301,022	0	495,572	543,487	14,918	0	0	0	0	0	
Qatar	197,338	0	368,854	0	709,754	1,070,689	1,478,052	0	0	0	0	0	
Republic of Moldova	0	0	0	0	0	5	9	0	0	0	0	0	
Romania	16	0	831	0	1,436	2,304	3,766	0	0	0	0	0	
Russian Federation	1,984	0	166	0	12,245	5,385	8,222	0	0	0	0	0	
Rwanda	62	0	6	0	2,873	103	380	0	0	0	0	0	
Saint Helena	0	0	0	0	0	0	105	0	0	0	0	0	
Saint Lucia	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0	0	0	0	0	
Samoa	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0	0	176	0	0	0	0	0	
Senegal	8,962	0	14,371	0	12,412	8,370	10,047	0	0	0	0	0	
Serbia	0	0	0	0	0	538	80	0	0	0	0	0	
Serbia and Montenegro	0	0	0	0	0	0	0	0	0	0	0	0	
Seychelles	0	0	9,704	0	144,003	105,209	66,231	0	0	0	0	0	
Sierra Leone	206	0	497	0	917	2,660	2,396	0	0	0	0	0	
Singapore	307,074	0	4,250,783	0	9,472,227	9,988,104	2,889,017	0	0	0	0	0	
Slovakia	1	0	0	0	193	470	469	0	0	0	0	0	
Slovenia	6	0	4	0	100	181	237	0	0	0	0	0	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Somalia	2,138	0	7,764	0	9,066	16,629	11,444	0	0	0	0	0	
South Africa	73,598	0	1,954,805	0	3,065,935	3,220,336	694,127	0	0	0	0	0	
Spain	1,238,171	1,413,089	1,742,896	0	2,971,871	3,582,737	2,825,956	0	0	0	0	0	
Sri Lanka	15,230	0	87,234	0	161,224	187,052	64,587	0	0	0	0	0	
St. Pierre and Miquelon	0	0	0	0	0	15	173	0	0	0	0	0	
Sudan (North + South)	115,860	0	223,695	0	550,953	628,765	605,179	0	0	0	0	0	
Suriname	0	0	0	0	0	8	0	0	0	0	0	0	
Swaziland	54	0	58	0	31	30	314	0	0	0	0	0	
Sweden	12,549	0	10,081	0	26,404	43,647	58,359	0	0	0	0	0	
Switzerland	53,559	0	298,387	0	152,059	473,588	121,903	0	0	0	0	0	
Syrian Arab Republic	104,483	0	147,968	0	716,874	593,366	723,335	0	0	0	0	0	
Taipei, Chinese	27,310,113	26,527,859	3,274,287	77,492,399	6,503,570	7,755,468	55,398,538	161,220,572	123,748,984	158,727,921	197,734,717	234,790,837	
Tajikistan	0	0	1	0	2	165	204	0	0	0	0	0	
Tanzania, United Republic of	7,467	0	44,760	0	136,535	267,636	235,556	0	0	0	0	0	
Thailand	117,511	0	1,433,541	0	3,207,232	3,541,847	604,663	0	0	0	0	0	
Timor-Leste	0	0	0	0	0	0	45	0	0	0	0	0	
Togo	8	0	33,355	0	61,672	4,950	24,133	0	0	0	0	0	
Tokelau	0	0	0	0	0	0	271	0	0	0	0	0	
Trinidad and Tobago	0	0	9	0	0	65	65	0	0	0	0	0	
Tunisia	38,956	0	38,180	0	95,160	93,583	89,265	0	0	0	0	0	
Turkey	72,595	0	935,841	0	1,806,589	2,075,139	674,515	0	0	0	0	0	
Turkmenistan	28	0	85	0	1,854	199	136	0	0	0	0	0	
Turks and Caicos Islands	0	0	0	0	0	0	9	0	0	0	0	0	
Tuvalu	0	0	0	0	0	0	1,076	0	0	0	0	0	
Uganda	2,263	0	2,298	0	6,312	9,637	12,078	0	0	0	0	0	
Ukraine	11	0	210	0	9,043	16,180	5,490	0	0	0	0	0	
United Arab Emirates	908,164	0	2,616,565	0	4,811,663	6,805,859	8,404,715	0	0	0	0	0	
United Kingdom	581,501	427,262	918,224	0	1,829,574	1,026,116	1,113,992	0	0	0	0	0	
United States Minor Outlying Islands	0	0	0	0	0	0	29	0	0	0	0	0	
United States of America	13,212,508	13,505,345	17,435,932	0	27,958,511	31,842,172	41,033,016	0	0	0	0	0	
Uruguay	784	0	884	0	32	74	1,322	0	0	0	0	0	
Uzbekistan	45	0	1	0	100	1	205	0	0	0	0	0	
Vanuatu	0	0	0	0	0	0	0	0	0	0	0	0	
Venezuela	482	0	14,212	0	187	118	34,334	0	0	0	0	0	
Viet Nam	8,330	0	3,816	0	27,055	50,337	75,037	0	0	0	0	0	
Wallis and Futuna Islands	0	0	0	0	0	0	0	0	0	0	0	0	
West Asia not elsewhere specified	2,194,671	6,249,372	0	0	0	0	0	0	0	0	0	0	
Western Sahara	2	0	0	0	0	0	0	0	0	0	0	0	
Yemen	149,610	0	281,378	0	709,056	825,279	730,520	0	0	0	0	0	
Zambia	301	0	926	0	375	890	211	0	0	0	0	0	
Zimbabwe	239	0	118	0	337	67	46	0	0	0	0	0	
