List of importing markets for a product exported by Burkina Faso Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
World	174,837	170,556	313,985	392,075	332,297		452,663	470,114	795,542	1,288,134	2,312,412	2,143,141	
Afghanistan	0	0	0	5	0		0	0	31	2	3	5	
Albania	0	0	0	0	0		10	0	0	0	0	9	
Algeria	58	675	0	0	1		288	68	0	62	6	83	
America not elsewhere specified	0	0	0	0	0		0	0	0	0	0	0	
Andorra	0	0	0	0	0		12	0	0	0	0	9	
Angola	0	0	0	8	4		36	0	0	15	0	0	
Anguilla	0	0	0	0	0		0	0	0	0	0	0	
Antigua and Barbuda	0	0	0	0	0		0	0	0	0	0	0	
Area Nes	57	46	387	389	2,913		0	0	0	0	0	0	
Argentina	0	0	0	0	0		0	1	0	0	0	0	
Aruba	0	0	0	0	0		0	0	0	0	0	0	
Australia	67	0	0	27	4		12	720	4	1	29	99	
Austria	5	14	17	19	31		16	4	33	0	10	2	
Azerbaijan	0	0	0	0	0		0	0	0	0	0	0	
Bahamas	0	0	0	0	0		0	0	0	0	0	0	
Bahrain	0	0	0	0	0		0	9	0	0	0	0	
Bangladesh	0	0	0	0	138		0	0	0	0	0	127	
Barbados	0	0	0	0	0		0	0	0	0	0	0	
Belarus	0	0	0	0	0		0	0	0	0	0	0	
Belgium	7,093	6,747	1,609	356	4,573		44,026	19,162	32,384	17,982	51,052	2,952	
Belize	0	0	0	0	0		0	0	0	0	0	0	
Benin	1,484	890	9,527	7,240	2,694		17,843	21,614	16,455	8,508	7,607	5,792	
Bermuda	0	0	0	0	0		0	0	0	0	0	0	
Bhutan	0	0	0	0	0		0	0	0	0	0	0	
Bosnia and Herzegovina	0	0	0	0	0		0	0	0	0	2	0	
Botswana	0	0	0	0	0		0	0	0	0	0	0	
Brazil	8	0	0	24	0		0	0	19	118	0	0	
British Indian Ocean Territories	0	0	0	0	2		0	0	0	0	0	0	
British Virgin Islands	0	0	0	0	0		0	0	0	0	0	0	
Brunei Darussalam	0	0	0	0	0		0	0	19	0	0	9	
Bulgaria	0	0	0	4	0		0	0	0	18	28	7,509	
Burundi	0	0	0	0	0		0	36	0	99	0	0	
Cabo Verde	0	0	2	2	0		2	22	3	0	7	0	
Cambodia	0	0	0	0	0		7	0	6	0	0	0	
Cameroon	0	259	1,046	2	0		1,511	312	350	21	505	240	
Canada	365	100	44	90	213		468	348	538	4,362	5,727	5,910	
Caribbean Nes	0	0	0	0	0		0	0	0	0	0	0	
Cayman Islands	0	0	0	0	0		0	0	0	0	0	0	
Central African Republic	0	1	0	0	30		8	3	11	0	0	0	
Chad	6	0	6	7	24		35	0	405	18	33	394	
Chile	0	0	0	0	0		0	0	20	0	0	0	
China	1	0	6	84	279		1,318	1,169	1,093	3,553	4,597	69,369	
Cocos (Keeling) Islands	0	0	0	0	0		0	0	0	0	0	0	
Colombia	0	0	0	0	0		0	0	0	0	0	0	
Comoros	0	0	0	0	0		0	0	0	27	0	0	
Congo	1	1	24	13	0		131	31	310	53	2	130	
Costa Rica	0	0	0	0	0		0	0	0	0	0	0	
Côte d'Ivoire	13,044	12,437	6,220	34,360	34,735		18,194	24,825	15,898	18,872	23,673	19,641	
Croatia	0	0	0	0	0		0	0	0	0	0	0	
Cuba	0	0	0	0	0		0	0	0	0	0	0	
Cyprus	0	0	0	0	0		0	0	0	0	0	0	
Czech Republic	2	24	1	0	0		0	0	0	0	0	573	
Democratic Republic of the Congo	188	422	0	10	0		0	50	60	7	76	0	
Denmark	106	756	31	879	322		6,148	8,704	2,896	3,477	14,374	10,994	
Djibouti	0	0	0	0	0		0	0	0	0	0	0	
Dominica	0	0	0	0	0		0	0	0	0	0	0	
Dominican Republic	0	0	0	0	0		0	0	0	0	1	0	
Ecuador	0	0	0	0	0		0	0	0	13	0	0	
Egypt	0	0	0	590	82		0	17	128	37	192	70	
El Salvador	0	0	0	0	0		0	0	0	0	0	0	
Equatorial Guinea	0	66	0	5	0		0	239	80	53	0	0	
Eritrea	0	0	0	0	0		3	19	0	0	0	0	
Estonia	0	0	0	0	0		0	0	0	0	0	0	
Ethiopia	6	0	0	0	19		0	0	0	2	16	1	
Falkland Islands (Malvinas)	0	0	0	0	0		0	0	0	0	0	0	
Faroe Islands	0	0	0	0	0		0	0	0	0	0	0	
Fiji	0	0	0	0	0		0	0	32	0	0	0	
Finland	28	99	153	226	397		0	7	4	41	0	107	
France	39,679	78,777	14,626	27,841	32,518		62,986	41,952	41,044	29,915	55,889	48,821	
French South Antarctic Territories	0	0	0	0	0		0	0	0	0	0	0	
Gabon	0	289	243	727	0		321	12	19	80	433	119	
Gambia	0	0	15	0	5		3	14	0	0	0	0	
Georgia	0	0	0	0	0		0	0	7	0	0	0	
Germany	1,281	1,050	144	418	592		5,812	1,788	3,936	3,712	3,926	3,569	
Ghana	4,130	4,748	84,692	66,151	55,176		41,072	19,271	33,646	35,090	48,070	38,240	
Gibraltar	0	0	0	0	0		0	0	0	0	0	0	
Greece	35	125	0	0	0		0	0	387	402	0	0	
Guatemala	0	0	0	0	0		0	12	0	0	0	0	
Guinea	46	326	618	161	149		238	356	331	205	2,351	185	
Guinea-Bissau	0	0	6	0	1		0	9	0	0	45	0	
Haiti	0	0	0	0	19		0	0	0	0	0	0	
Honduras	0	0	0	0	0		0	0	0	11	0	0	
Hong Kong, China	541	1,360	3	2	0		830	67	1,116	2,129	1,628	754	
Hungary	0	0	0	0	0		0	0	0	0	4	0	
Iceland	0	214	0	0	0		0	0	2	0	0	0	
India	273	90	44	37	28		3,547	1,206	3,783	1,386	9,335	7,731	
Indonesia	0	0	0	85	0		0	0	248	140	2	2,004	
Iran (Islamic Republic of)	0	0	0	0	0		0	0	0	0	0	47	
Iraq	0	0	0	0	0		0	0	0	0	0	29	
Ireland	0	0	0	1	0		4	4	0	2	0	1	
Israel	122	16	6	107	3		2	187	586	1,476	1,641	109	
Italy	8,291	2,893	670	433	728		7,134	3,997	3,651	2,694	4,586	1,548	
Jamaica	0	0	0	0	0		0	0	0	0	0	0	
Japan	2,680	3,092	1,566	874	549		1,806	1,395	1,796	918	2,409	1,865	
Jordan	0	0	0	22	0		0	0	3	21	34	17	
Kazakhstan	0	0	0	0	0		0	0	0	0	0	0	
Kenya	0	0	0	35	0		0	2	15	0	4	43	
Korea, Democratic People's Republic of	0	0	0	0	0		0	0	0	0	0	0	
Korea, Republic of	5	0	0	0	0		0	0	4	21	12	0	
Kuwait	0	0	0	0	0		0	0	0	0	0	11	
Kyrgyzstan	0	0	0	0	0		0	0	0	0	0	1	
Latvia	0	0	0	0	0		0	0	0	0	0	0	
Lebanon	1	13	47	19	2		206	103	3,351	2,434	18	1,097	
Lesotho	0	0	0	0	0		0	0	0	0	0	0	
Liberia	0	0	4	0	0		1	0	686	319	212	65	
Libya	0	0	16	34	15		37	10	25	0	5	94	
Lithuania	0	0	0	0	0		0	0	0	0	0	0	
Luxembourg	0	0	0	0	0		3	0	0	7	0	22	
Macao, China	0	0	0	0	0		0	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	0		0	20	0	11	0	0	
Madagascar	0	19	343	328	16		17	30	18	1	17	55	
Malawi	0	0	0	0	1		0	0	0	0	2	10	
Malaysia	0	0	0	0	0		1	0	284	1	899	709	
Maldives	0	0	0	0	0		0	0	0	0	0	0	
Mali	7,144	5,602	11,529	3,294	6,058		11,784	10,365	9,607	11,971	9,538	12,967	
Malta	0	0	0	4	0		0	0	0	0	0	0	
Mauritania	16	28	26	71	73		96	86	484	335	15	2,575	
Mauritius	662	292	0	0	0		0	0	5	0	0	0	
Mayotte	0	0	0	0	0		0	13	0	0	0	0	
Mexico	0	17	12	36	0		20	150	39	39	0	0	
Morocco	0	98	47	0	5		102	306	2,339	146	849	457	
Mozambique	0	0	0	0	0		1	19	0	6	0	62	
Myanmar	0	0	0	0	0		0	0	0	0	0	0	
Namibia	0	0	0	0	0		0	0	0	0	10	0	
Nauru	0	0	0	0	0		0	771	0	0	0	0	
Nepal	0	0	0	0	0		0	0	0	0	0	0	
