List of importing markets for a product exported by Mauritania Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Korea, Democratic People's Republic of	51	80	20	70	8		0	0	520	567	579	72	
Korea, Republic of	32	84	0	54	17		25	247	2,675	2,496	1,505	8,665	
Kuwait	0	0	0	0	0		0	0	0	0	0	0	
Kyrgyzstan	0	0	0	0	0		0	0	0	0	56	0	
Lao People's Democratic Republic	0	0	0	0	0		0	0	0	123	0	0	
Latvia	0	0	0	0	0		0	0	0	0	0	13	
Lebanon	74	76	110	430	483		34	157	379	436	815	909	
Lesotho	0	0	0	0	0		0	0	0	0	0	0	
Liberia	0	38	130	0	195		0	293	1,016	1,340	4,779	3,036	
Libya	0	0	0	0	0		0	0	0	186	128	109	
Lithuania	0	0	0	0	0		0	0	0	444	3,046	2,015	
Luxembourg	0	0	0	0	0		0	0	0	0	0	0	
Macao, China	0	0	0	0	0		0	0	0	0	0	40	
Madagascar	0	0	0	0	0		0	0	0	0	0	0	
Malawi	0	0	0	0	0		0	0	0	0	0	0	
Malaysia	0	0	0	0	0		0	0	0	29	0	0	
Maldives	0	0	0	0	0		0	0	0	19	0	0	
Mali	0	0	67	42	57		51	678	1,116	1,382	2,336	924	
Malta	0	167	0	0	0		0	0	0	23	0	0	
Marshall Islands	0	0	0	0	0		0	0	0	0	0	0	
Mauritius	0	0	0	0	0		0	0	0	0	0	0	
Mexico	0	0	0	0	0		0	46	0	40	125	146	
Mongolia	0	0	0	0	0		0	0	0	0	0	0	
Montserrat	0	0	0	0	0		0	0	0	0	0	0	
Morocco	57	13	40	154	502		3	505	404	1,508	995	526	
Mozambique	0	0	0	0	0		0	0	0	0	0	0	
Namibia	0	0	0	0	0		0	0	0	0	147	123	
Nauru	0	0	0	0	0		0	0	0	0	0	0	
Nepal	0	0	0	0	0		0	0	0	0	0	0	
Netherland Antilles	0	0	0	0	0		0	0	0	0	0	0	
Netherlands	21	0	2	27	11		0	0	0	166	3,897	7,510	
New Zealand	0	0	0	0	0		0	0	0	0	0	0	
Nicaragua	0	0	0	0	0		0	0	0	17	0	0	
Niger	0	0	0	0	0		0	0	0	0	0	1	
Nigeria	15,732	9,033	10,476	6,826	9,735		1,816	7,883	5,867	5,810	5,369	36,166	
Norway	0	0	0	0	0		0	0	0	0	0	0	
Oman	0	0	0	0	0		0	0	0	0	0	0	
Pakistan	4,843	4,211	1,660	0	0		0	1	0	0	5,022	11	
Panama	0	0	8	70	0		0	0	8	0	0	551	
Paraguay	0	0	0	0	0		0	0	0	0	0	0	
Peru	0	0	0	0	0		0	0	0	0	0	0	
Philippines	0	403	0	0	0		0	0	0	0	0	0	
Poland	0	0	164	11	0		17	0	0	0	25	78	
Portugal	203	144	132	117	252		1,096	5,501	9,919	7,404	14,377	17,219	
Qatar	0	0	0	0	0		0	0	0	0	0	0	
Republic of Moldova	0	0	0	0	0		0	0	0	0	0	0	
Romania	0	0	0	0	0		0	0	0	0	11,148	28	
Russian Federation	12,203	8,455	5,970	3,068	7,317		8,259	21,312	19,855	32,497	26,512	28,672	
Rwanda	0	0	0	0	0		0	0	0	0	0	0	
Saint Helena	0	0	0	0	0		0	0	0	0	0	0	
Saint Lucia	0	0	0	0	0		0	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0		0	0	0	0	0	0	
Saudi Arabia	0	1	8	1	0		0	0	0	434	0	968	
Senegal	130	519	445	1,162	942		391	2,428	1,145	852	1,208	1,116	
Serbia and Montenegro	0	64	149	2,165	4,939		0	0	0	0	0	0	
Ship stores and bunkers	0	0	0	0	0		0	0	0	0	0	0	
Sierra Leone	0	84	0	0	0		0	0	0	0	4	0	
Singapore	2	0	0	5	0		0	0	0	0	442	669	
Slovakia	0	0	0	0	0		0	0	0	0	0	0	
Slovenia	0	0	0	0	0		0	0	0	0	0	0	
Somalia	0	0	0	0	0		0	0	0	0	0	0	
South Africa	0	0	0	0	0		0	10	0	3,463	25,419	11,763	
Spain	54,562	46,563	46,956	58,034	59,564		55,794	108,990	116,420	110,720	168,225	133,617	
Sri Lanka	0	0	0	0	0		0	0	0	0	0	0	
St. Pierre and Miquelon	0	0	0	0	0		0	0	0	0	0	0	
Sudan (North + South)	0	0	0	0	0		0	0	0	223	0	0	
Suriname	0	0	0	0	0		0	0	0	0	0	0	
Swaziland	0	0	0	0	0		0	0	0	104,685	0	36,163	
Sweden	3,529	2,796	2,811	3,696	5,537		5,732	5,343	2,834	175	13,060	5,196	
Switzerland	0	10	10	1,716	0		0	120,801	167,162	135,014	334,443	281,387	
Syrian Arab Republic	0	23	128	125	329		0	461	0	0	105	11	
Taipei, Chinese	7	0	111	126	21		0	0	0	26	1,626	457	
Tanzania, United Republic of	0	0	0	0	0		0	0	18	0	0	0	
Thailand	2,731	397	1,229	1,384	296		0	0	190	0	6,013	6,089	
Timor-Leste	0	0	0	0	0		0	0	0	0	0	0	
Togo	300	575	149	197	355		449	1	0	62	4,194	978	
Tokelau	0	0	0	0	0		0	0	0	0	0	0	
Trinidad and Tobago	0	0	0	0	0		0	0	0	0	177	4	
Tunisia	667	607	50	289	22		57	534	747	593	361	331	
Turkey	5	3	53	134	70		0	35	399	558	1,076	1,003	
Turkmenistan	0	0	0	0	0		0	0	0	0	0	6,204	
Turks and Caicos Islands	0	0	0	0	0		0	0	0	0	0	0	
Tuvalu	0	0	0	0	0		0	0	0	0	0	0	
Uganda	0	0	0	0	0		0	0	0	0	0	0	
Ukraine	0	0	0	0	0		0	0	0	2,367	8,183	5,639	
United Arab Emirates	0	0	46	0	0		0	44	197	0	4	72,496	
United Kingdom	7,240	9	434	7,161	10,528		31,162	36,152	20,140	55	1,243	6,572	
United States Minor Outlying Islands	0	0	0	0	0		0	0	0	0	0	0	
United States of America	231	77	30	188	30		1	68	43	5	303	24	
Uruguay	0	0	0	0	0		0	0	0	0	23	0	
Vanuatu	0	0	0	0	0		0	0	0	0	0	0	
Venezuela	0	0	0	0	0		0	0	0	0	552	0	
Viet Nam	0	0	0	0	0		0	0	0	52	263	5,263	
Western Sahara	0	0	0	0	0		0	0	0	0	0	0	
Yemen	0	0	49	0	0		0	0	0	0	0	0	
Zambia	0	0	0	0	0		0	0	0	0	0	0	
Zimbabwe	0	0	0	0	0		0	0	0	0	32	0	
