List of importing markets for a product exported by Ghana Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
New Zealand	0		0		38	319	203	605	504	69	2,153	2,360	
Nicaragua	0		0		0	0	0	0	0	0	0	0	
Niger	5,457		62		92	428	1,800	5,558	2,320	14,744	17,000	16,445	
Nigeria	29,950		24,386		393,929	69,845	80,509	85,976	79,345	101,101	196,990	249,021	
Niue	0		0		0	0	0	0	0	0	0	0	
Norfolk Island	0		0		82	529	63	0	0	363	0	0	
Northern Mariana Islands	0		0		0	0	0	0	0	0	0	0	
Norway	1,826		1,706		3,565	6,979	2,574	551	2,104	3,955	25,421	2,744	
Oman	0		0		1	0	0	0	0	0	11	14	
Pakistan	0		574		707	134	1,074	683	36	147	233	320	
Palau	0		0		0	0	0	0	0	0	0	0	
Panama	1,612		85		19,052	5	192	17	9	131	1	0	
Papua New Guinea	0		0		0	0	5	0	0	0	0	1	
Paraguay	0		0		0	0	0	0	42	0	0	2	
Peru	66		4		0	6	166	33	83	197	341	37	
Philippines	23		94		836	497	237	47	47	0	139	118	
Poland	1,229		2,374		4,798	20,243	4,885	2,682	1,828	2,937	6,189	7,639	
Portugal	397		1,951		5,468	18,680	3,513	4,308	563	1,434	4,006	2,568	
Qatar	0		14		84	443	670	433	401	327	310	76	
Republic of Moldova	0		0		0	0	0	0	0	0	10	16	
Romania	13		165		26	0	786	365	379	1,241	2,470	25	
Russian Federation	6,250		9,478		364	993	2,960	2,902	1,275	1,646	730	1,447	
Rwanda	1		1		1	2	1	9	45	0	17	18	
Saint Helena	0		0		0	0	0	0	0	0	0	0	
Saint Kitts and Nevis	0		0		0	0	0	0	0	0	0	0	
Saint Lucia	0		10		0	0	0	7	0	0	0	0	
Saint Vincent and the Grenadines	26		0		0	0	0	17	0	0	0	0	
Samoa	0		0		0	0	0	0	0	7	0	0	
Sao Tome and Principe	20		0		39	187	0	48	0	35	0	0	
Saudi Arabia	4,583		5,536		10,432	3,585	6,826	3,860	3,536	2,481	5,605	1,626	
Senegal	7,233		12,000		13,607	10,496	20,211	17,846	13,228	9,383	16,358	13,903	
Serbia	0		0		0	27	178	5	0	0	0	0	
Serbia and Montenegro	2,294		154		515	0	0	0	0	0	0	0	
Seychelles	1		0		70	0	0	0	0	0	0	3,117	
Ship stores and bunkers	0		271		0	0	0	0	0	0	0	0	
Sierra Leone	1,726		2,603		16,232	1,371	39,026	2,277	9,274	4,838	21,886	14,288	
Singapore	443		2,625		7,984	7,881	7,522	13,186	9,487	13,059	39,253	10,548	
Slovakia	0		0		0	0	19	2	50	0	2	0	
Slovenia	0		0		234	65	204	25	0	42	42	75	
Solomon Islands	0		0		0	0	0	0	0	0	0	0	
Somalia	0		4		0	0	24	0	0	0	0	0	
South Africa	59,572		87,785		768,967	932,813	1,312,035	1,676,179	2,363,725	2,798,658	3,146,838	4,544,180	
Spain	25,747		49,420		52,784	50,886	64,313	59,753	50,066	66,797	132,579	268,896	
Sri Lanka	5		6		174	553	954	819	5	2,769	8,501	1,840	
St. Pierre and Miquelon	0		0		0	0	0	0	0	0	0	0	
Sudan (North + South)	3		69		1	27	72	5	87	18	1,958	7	
Suriname	0		0		0	1	0	0	0	0	0	0	
Swaziland	8		0		51	0	2	1	50	0	29	5	
Sweden	501		405		322	161	68	818	6,069	155	11,332	672	
Switzerland	426,479		587,884		138,974	245,402	210,165	100,684	515,493	215,498	865,865	1,214,758	
Syrian Arab Republic	316		209		793	82	235	49	284	473	305	27	
Taipei, Chinese	10,737		3,581		706	530	1,357	2,423	1,555	1,669	883	392	
Tajikistan	0		0		0	0	0	0	0	0	0	0	
Tanzania, United Republic of	110		478		75	80	317	1,741	34	352	322	762	
Thailand	1,325		1,388		5,367	5,990	13,401	10,297	9,220	9,652	10,004	21,907	
Timor-Leste	0		0		0	0	10	0	0	0	0	0	
Togo	52,867		30,010		75	1,706	6,863	12,602	50,184	70,139	4,594,009	879,833	
Tokelau	0		0		0	0	0	0	0	0	0	0	
Tonga	0		10		0	21	0	0	0	0	0	0	
Trinidad and Tobago	90		1		4	1	16	5	0	0	17	24	
Tunisia	499		318		59	593	173	0	17	22	859	5,241	
Turkey	28,605		49		49,763	61,125	12,823	54,924	41,052	29,801	171,182	228,326	
Turkmenistan	0		0		0	0	0	0	0	0	0	1	
Tuvalu	0		0		0	0	0	0	0	0	0	0	
Uganda	75		5		15	23	107	52	17	3	911	1,667	
Ukraine	9,262		11,321		15,265	24	20,465	47,715	25,288	38,845	55,698	16,274	
United Arab Emirates	2,142		1,811		8,023	12,336	11,473	16,187	57,225	353,390	993,892	1,637,559	
United Kingdom	311,657		464,723		217,086	144,759	209,788	140,472	162,287	175,774	378,664	260,809	
United States Minor Outlying Islands	0		0		432	0	0	0	0	0	4	45	
United States of America	120,794		67,679		83,487	106,347	83,937	108,114	100,811	102,800	444,851	297,288	
Uruguay	296		0		0	0	0	1	206	0	29	20	
Uzbekistan	0		0		0	0	0	4	0	0	89	0	
Vanuatu	1		0		0	0	0	0	0	0	0	0	
Venezuela	0		0		3	2	6	18	0	31	0	0	
Viet Nam	48		1,433		543	2,111	2,931	6,839	4,588	2,589	24,613	1,343,742	
Wallis and Futuna Islands	0		1		0	0	0	1	0	0	0	0	
Western Sahara	0		0		0	0	0	0	0	11	0	0	
Yemen	0		311		0	0	0	0	0	0	8	70	
Zambia	18		26		0	1	0	0	0	132	1,252	35	
Zimbabwe	9		1		85	9	52	101	15	14	14	66	
