List of importing markets for a product exported by Nigeria Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Côte d'Ivoire	341,505	270,075	360,309			2,141,775	1,185,846	1,832,645	1,504,534	1,270,759	1,801,100	2,618,896	
Croatia	0	0	0			0	59	392	118	63	39	55,545	
Cuba	0	0	0			0	0	0	76	0	0	0	
Cyprus	0	0	0			1,995	0	455	659	458	583	9,814	
Czech Republic	0	0	0			0	1	166	0	0	0	0	
Democratic Republic of the Congo	0	0	199			0	0	2,063	965	282,472	0	0	
Denmark	0	0	656			16	257	1,247	0	0	0	202,883	
Djibouti	0	0	0			0	87	0	221	0	0	0	
Dominica	0	0	0			0	0	0	0	114	363	0	
Dominican Republic	0	0	0			0	0	0	4,288	140	22,838	24,477	
Ecuador	0	0	0			0	0	0	0	7	0	589	
Egypt	16	0	0			83	619	3,259	1,436	2,302	2,147	6,591	
El Salvador	0	0	0			0	0	0	0	25	0	0	
Equatorial Guinea	0	7	0			0	2,847	23,510	3,361,113	2,675,151	1,015,253	787	
Eritrea	0	0	0			0	9	1,130	7,732	19,989	0	0	
Estonia	0	0	0			0	0	0	0	434	4,534	2,838	
Ethiopia	0	0	0			5	0	77	9	64	23	217	
Europe Othr. Nes	0	0	5			0	0	0	0	0	0	198,090	
Falkland Islands (Malvinas)	0	0	0			0	0	0	0	0	0	0	
Faroe Islands	0	17	0			5	56	1	77	83,412	0	0	
Fiji	0	0	0			0	0	0	0	0	0	0	
Finland	0	0	0			655,411	0	47	0	0	0	665	
France	1,142,309	998,842	1,359,528			3,351,158	1,971,524	3,370,602	2,713,748	3,505,960	7,370,550	5,958,706	
French Polynesia	0	2	0			0	8	0	0	0	0	0	
French South Antarctic Territories	0	0	0			0	0	1,375	0	198,314	13	1	
Gabon	0	1,081	5,739			95	683	121,349	17,543	8,179	108,909	15,747	
Gambia	0	0	0			101	5,517	5,944	2,783	1,156	1,200	1,531	
Georgia	0	0	0			0	0	879	17	47	69,762	20	
Germany	243,566	365,539	505,507			3,554	1,253,940	1,265,556	454,709	560,788	1,274,529	2,144,153	
Ghana	271,149	380,185	454,751			1,563,127	859,430	1,861,736	303,534	442,427	887,988	1,310,011	
Gibraltar	0	0	0			0	0	0	0	31	2,293	1,887	
Greece	9	0	0			13	3,559	21,191	5,295	83,034	158,358	1,562,116	
Greenland	0	0	0			0	0	39	0	2	0	0	
Grenada	0	0	0			0	0	0	0	0	0	0	
Guatemala	0	0	0			0	56	0	0	0	0	0	
Guinea	0	8,848	226			1,108	6,428	5,252	1,018	203	0	1,827	
Guinea-Bissau	0	0	0			0	0	55	242	39	1,657	512	
Guyana	0	0	0			0	0	0	0	0	0	0	
Haiti	0	0	0			0	0	0	0	8	0	0	
Honduras	0	0	0			4	860	818	0	0	0	0	
Hong Kong, China	7	0	1,540			6,273	8,393	227,009	33,146	42,418	212,440	84,768	
Hungary	0	0	1,392			0	1	21	11	1,487	6,463	1	
Iceland	0	0	0			0	0	6,683	255	1,929	30,534	4,812	
India	2,083,266	2,160,861	2,393,359			5,507,520	4,398,850	7,871,535	4,768,605	9,068,482	12,790,014	15,895,244	
Indonesia	537,179	963,283	770,524			1	5,080	231,697	607,025	935,900	936,051	1,508,138	
Iran (Islamic Republic of)	0	0	0			0	1,289	0	0	0	0	0	
Iraq	0	0	0			0	0	0	0	0	0	0	
Ireland	0	0	4			0	26	118	2,140	412	293,027	1,973,981	
Israel	0	0	2			0	1,168	2,778	2,687	1,802	7,453	13,157	
Italy	854,011	722,928	688,011			1,469,057	584,247	2,687,782	2,080,217	3,048,730	6,404,748	8,796,791	
Jamaica	0	0	0			0	0	2	558	945	443	1	
Japan	172,951	550,000	965,668			1,113,164	359,043	294,829	231,632	392,448	386,798	699,557	
Jordan	0	0	0			0	0	0	0	0	0	0	
Kazakhstan	0	0	0			0	0	0	0	2	379	0	
Kenya	0	0	215			13	4,003	3,939	0	0	0	93	
Kiribati	0	0	0			0	0	0	0	0	0	0	
Korea, Democratic People's Republic of	25,758	0	0			1,084	0	0	0	0	0	0	
Korea, Republic of	49,709	41,257	99,576			2,102,904	473,136	199,643	1,124	865	69,915	47,603	
Kuwait	0	0	0			0	0	0	0	16	21	16	
Lao People's Democratic Republic	0	0	0			0	0	4	0	11	0	0	
Latvia	0	0	0			0	0	0	178	259	606	239	
Lebanon	0	0	633			2	3,024	4,983	3,776	9,358	18,289	18,851	
Lesotho	0	0	0			0	0	0	0	0	0	0	
Liberia	0	0	0			480	4,197	1,158,347	1,753	5,100	285,108	567,494	
Libya	0	0	0			53	386	528	534	1,684	866	253	
Lithuania	0	0	0			0	0	40	72	604	2,181	10,105	
Luxembourg	0	0	0			0	0	0	188	0	0	0	
Macao, China	0	0	0			0	0	24	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0			0	0	0	0	0	0	0	
Madagascar	0	0	0			0	0	168	0	9	0	7,736	
Malawi	0	0	0			0	0	0	112	0	19	48	
Malaysia	2	0	0			14	17,244	31,085	6,821	951,578	307,959	102,074	
Maldives	0	0	0			0	0	0	0	0	0	0	
Mali	24,439	238	3,408			2,506	2,172	3,146	1,570	1,792	15,012	3,838	
Malta	0	0	0			0	0	2	56	8	856	32,054	
Marshall Islands	0	29	0			0	0	1	0	0	9	439,076	
Mauritania	7	0	355			0	348	1,046	3,434	1,003	2,268	639	
Mauritius	0	42	0			182	28	0	0	0	0	0	
Mexico	2	22,286	0			15	17,291	9,747	0	0	0	1,126	
Micronesia (Federated States of)	0	0	0			0	0	0	0	0	0	0	
Mongolia	0	0	0			0	0	0	0	0	0	0	
Montserrat	0	0	0			0	0	0	0	0	0	0	
Morocco	0	0	0			124	4,271	1,957	0	0	0	2,976	
Mozambique	0	0	0			0	0	0	0	0	0	0	
Myanmar	0	0	0			0	282	0	0	27,110	0	0	
Namibia	0	0	0			13	146	1,021	49	42	11	4,976	
Nauru	0	232,907	0			0	0	0	0	3,588	0	0	
Nepal	0	0	0			0	0	0	0	0	0	0	
Netherland Antilles	0	0	0			269	1,346	17,724	4,651	13,995	1,671	1,382	
Netherlands	364,782	288,668	535,424			1,528,384	174,651	3,295,115	1,339,535	3,936,548	2,675,029	9,957,569	
Neutral Zone	0	0	0			0	1	0	0	0	0	0	
New Caledonia	0	0	0			0	173	0	0	0	0	0	
New Zealand	0	25,731	28,779			0	596,083	395,270	124	2,489	69	16	
Nicaragua	0	0	0			0	0	0	222	543	112	32,317	
Niger	2,076	76	761			4,710	71,123	93,843	0	0	0	4,374	
Niue	0	0	0			0	1	15,025	334,359	91,280	1,511,397	0	
Norfolk Island	6	0	0			0	0	0	422	573	417	1,704	
Northern Mariana Islands	0	0	0			0	0	0	0	0	0	0	
Norway	101	32,849	14,039			14,369	4,051	16,429	15,306	92,853	248,025	292,563	
Oman	0	0	0			0	0	1,045	437	50,848	395	0	
Pakistan	0	0	268			0	10,256	56,506	17,889	7,395	1,759	31,625	
Palau	0	0	0			0	0	0	2	0	0	0	
Panama	0	0	0			0	16	3	57,480	15,870	12,948	536,863	
Papua New Guinea	0	0	0			0	4	0	19	16,160	49	8	
Paraguay	0	0	0			0	0	0	0	0	0	0	
Peru	23,859	27,772	115,297			576,368	357,872	185,097	269,714	500,174	362,509	849,220	
Philippines	0	0	43			0	0	0	10,234	1,572	13	1,366	
Pitcairn	0	9	0			0	0	0	276	29	0	0	
Poland	0	0	0			0	829	7,604	5,953	88,448	99,979	97,025	
Portugal	461,427	491,906	589,499			730,553	260,563	1,460,109	998,710	1,906,881	1,942,437	1,087,357	
Qatar	0	0	0			0	2	4,744	3,038	192	1,483	3,672	
Republic of Moldova	0	0	0			0	0	0	12,603	0	0	0	
Romania	0	0	0			2,046	0	532	4,190	230	43	243,493	
Russian Federation	120	0	0			0	2,390	4,898	2,494	187	2,636	4,187	
Rwanda	0	0	0			0	0	0	0	0	0	103	
Saint Helena	0	0	0			0	0	0	0	1	0	0	
Saint Kitts and Nevis	0	0	0			0	0	154	0	0	0	398	
Saint Lucia	0	0	0			0	3	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0			0	0	0	0	13	0	0	
Samoa	0	0	0			15	0	0	0	0	0	16	
Sao Tome and Principe	0	0	0			0	0	50	0	0	0	954	
Saudi Arabia	0	16	0			61	287	2,404	4,740	140	9,911	5,606	
Senegal	174,798	118,773	254,169			88	73,826	934,826	285,168	192,997	475,838	977,518	
Serbia	0	0	0			31	0	0	0	0	0	0	
Serbia and Montenegro	0	0	0			0	0	0	0	0	0	0	
Seychelles	0	0	0			0	0	1	0	0	43	0	
Ship stores and bunkers	0	0	0			0	0	0	0	621	0	277,607	
Sierra Leone	0	0	0			220	9,198	7,464	4,579	3,476	4,913	5,060	
Singapore	0	23,869	1,962			7,234	46,018	84,905	33,231	215,810	319,669	1,490,529	
Slovakia	0	0	0			0	0	0	4	277	2,075	1,936	
Slovenia	0	0	0			0	109	431	192	175	1,027	246	
Solomon Islands	0	0	0			0	0	0	0	0	0	0	
Somalia	0	0	0			0	0	395	0	0	0	0	
South Africa	197,686	388,968	589,809			1,064,802	1,382,294	2,617,612	1,679,175	1,858,175	3,239,291	4,730,798	
Spain	1,175,544	1,020,696	1,484,238			4,725,800	717,916	2,798,629	2,178,256	2,830,075	7,407,375	7,801,977	
Sri Lanka	0	0	0			0	1,563	90	585	374	636	133	
St. Pierre and Miquelon	0	0	0			0	0	0	0	0	0	0	
Sudan (North + South)	0	0	905			15,803	4,266	5,247	11,835	10,349	2,708	33,053	
Suriname	0	0	38			0	0	0	34,834	60,636	0	0	
Swaziland	0	0	2			5,099	801	12,323	1,721	2,036	61	67,238	
Sweden	59,063	0	0			8	43	418,642	31,355	55,902	2,952	963,134	
Switzerland	639	0	27,335			10,255	114,252	181,317	30,758	102,221	508,327	72,965	
Syrian Arab Republic	0	0	0			5	4,744	5,601	8,201	4,136	0	825	
Taipei, Chinese	225,887	158,987	245,383			5	61,602	106,817	148,634	57,350	1,013,664	233,467	
Tajikistan	0	0	0			0	0	0	0	0	0	0	
Tanzania, United Republic of	0	43	16			0	605	1,396	18,529	15,794	1,086	8,886	
Thailand	18,677	109,805	67			56	1,966	119,137	48	0	0	113,234	
Timor-Leste	0	0	0			0	39	0	0	0	0	350	
Togo	42	371,046	3,999			4,664	13,563	9,718	1,201	0	0	46,257	
Tokelau	0	0	0			0	0	1,093	0	0	866	1	
Tonga	0	0	5			0	51	38	0	0	0	0	
Trinidad and Tobago	0	0	0			0	0	28	11,177	30	46	0	
Tunisia	0	0	0			0	1,279	826	27,740	3	2,306	3,694	
Turkey	0	0	0			1,622	35,743	52,004	194,692	475,412	447,740	526,121	
Turkmenistan	0	0	0			0	0	0	0	0	0	0	
Turks and Caicos Islands	0	0	0			0	0	526	0	2	0	0	
Tuvalu	0	0	0			0	0	0	0	0	0	0	
Uganda	0	19	227			0	1	769	0	0	3	505	
Ukraine	0	0	0			5	188	120	5	4,661	3,917	4,367	
United Arab Emirates	0	18,614	575			1,100	39,712	76,553	48,867	53,699	231,003	92,523	
United Kingdom	44,839	10,665	96,215			31,944	283,286	1,341,726	1,052,162	1,267,361	7,809,065	9,042,007	
United States Minor Outlying Islands	0	0	0			0	5,116	12	301	58	918	263	
United States of America	7,320,755	5,830,026	9,211,306			26,656,483	25,157,305	34,758,306	13,618,240	29,755,938	28,326,598	24,139,338	
Uruguay	31,651	0	25,885			0	90	289	3,278	73,043	19,342	521,137	
Uzbekistan	0	0	0			0	0	765	0	0	3	0	
Vanuatu	0	0	0			0	0	0	0	0	0	0	
Venezuela	113,064	0	0			791	0	39	14	0	0	0	
Viet Nam	0	0	0			0	48,653	32,047	29,214	188,453	173,063	103,867	
Wallis and Futuna Islands	0	0	0			0	0	0	0	0	0	0	
Western Sahara	0	0	0			0	0	0	0	0	0	0	
Yemen	0	0	0			0	0	0	0	31	1,815	296	
Zambia	0	0	0			0	77	0	6,149	42	721	25	
Zimbabwe	0	0	0			0	2	0	0	0	0	185,716	
