List of importing markets for a product exported by Ethiopia Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Guinea-Bissau	0	0	0	0	0	0	0	3	0	0	8	150	
Guyana	0	0	1	0	9	0	0	0	0	0	0	0	
Haiti	0	0	0	0	0	3	0	314	44	0	0	0	
Honduras	0	0	51	0	0	0	51	0	11	0	869	0	
Hong Kong, China	1,227	1,287	2,414	2,564	2,854	3,309	4,644	5,909	2,968	6,676	21,546	33,073	
Hungary	175	283	503	459	360	114	936	638	414	392	319	1,795	
Iceland	11,775	2,326	301	0	843	3	222	0	0	0	182	491	
India	17,419	10,968	7,425	8,897	9,138	9,638	15,953	15,371	19,414	29,921	33,792	44,465	
Indonesia	3,378	2,420	1,392	3,688	1,325	971	1,171	4,030	1,402	8,723	13,706	15,067	
Iran (Islamic Republic of)	0	0	0	506	1,324	76	521	285	371	842	167	289	
Iraq	0	0	0	193	0	0	3	3	105	461	615	240	
Ireland	98	25	0	139	0	0	252	572	25	35	378	206	
Israel	14,040	15,131	14,352	20,128	23,991	21,480	31,240	50,413	46,471	51,859	67,204	70,934	
Italy	42,566	40,971	31,725	37,837	47,403	63,266	83,003	82,994	67,604	69,155	111,214	79,995	
Jamaica	0	0	20	0	0	0	0	48	1	5	756	212	
Japan	37,208	37,335	43,723	62,596	66,608	87,421	77,319	61,942	9,949	38,695	35,936	75,418	
Jordan	1,554	1,356	4,551	4,573	6,884	9,454	9,455	19,654	19,001	16,837	26,581	36,805	
Kazakhstan	0	0	0	0	1	0	0	1	0	22	1	2	
Kenya	650	23	829	1,024	2,458	2,591	5,237	4,444	4,335	4,732	16,577	13,312	
Kiribati	0	0	0	0	0	0	0	0	0	0	0	0	
Korea, Democratic People's Republic of	0	0	33	30	666	1,007	1,034	238	860	1,252	465	59	
Korea, Republic of	323	351	808	1,022	1,571	1,554	1,716	10,937	8,099	9,281	18,346	23,661	
Kuwait	0	1	53	35	112	46	167	707	567	693	3,113	1,804	
Kyrgyzstan	0	0	0	0	0	0	0	0	0	3	0	0	
Lao People's Democratic Republic	0	0	0	0	0	0	0	0	1,021	0	26	9	
Latvia	0	0	0	0	0	0	0	17	0	1,131	618	123	
Lebanon	132	159	2	334	22	78	581	1,985	2,715	751	4,454	2,690	
Lesotho	0	0	0	0	0	0	1	3	9	44	19	13	
Liberia	0	0	0	0	241	0	1	24	0	7	4	2	
Libya	0	0	0	191	279	0	334	14	223	131	144	11,698	
Lithuania	0	0	0	0	24	19	247	151	23	78	151	293	
Luxembourg	0	0	0	19,375	0	0	23	0	0	0	6	0	
Macao, China	29	0	28	109	0	0	56	0	0	0	0	0	
Macedonia, The Former Yugoslav Republic of	0	0	0	0	0	0	0	0	0	0	0	1	
Madagascar	0	0	0	555	22	0	50	281	43	236	0	166	
Malawi	0	0	0	0	0	59	117	22	7	162	35	90	
Malaysia	1,852	4,271	2,069	3,412	5,925	3,110	4,878	3,146	1,381	898	504	322	
Maldives	0	0	0	0	4	0	0	0	0	0	0	0	
Mali	0	0	122	0	70	0	39	227	52	83	43	3	
Malta	0	0	0	1	0	0	0	0	16	0	0	0	
Mauritania	0	0	0	0	22	0	80	27	0	0	0	2,149	
Mauritius	0	0	7	0	0	12	222	199	90	22	10	97	
Mexico	92	0	137	546	486	302	292	2,084	1,872	1,372	2,478	1,868	
Mongolia	0	0	0	0	0	0	0	0	0	3	0	18	
Montserrat	0	0	0	0	0	0	0	0	0	0	0	0	
Morocco	1,655	1,584	1,064	788	303	944	1,142	874	1,294	824	1,729	1,098	
Mozambique	0	0	1	70	5	0	74	31	42	40	310	143	
Myanmar	70	67	1	82	575	0	0	0	0	0	10	6	
Namibia	0	28	0	5	0	93	38	39	287	67	41	53	
Nauru	13	137	57	3	0	1	0	0	0	0	0	0	
Nepal	60	33	0	288	0	42	134	17	38	5	259	27	
Netherland Antilles	0	0	0	116	0	5	0	0	0	0	0	0	
Netherlands	4,646	4,159	5,664	17,730	33,198	40,600	79,521	119,173	143,280	173,416	181,207	173,747	
Neutral Zone	0	0	0	93	0	0	0	0	0	0	0	0	
New Caledonia	0	0	0	0	0	0	0	0	0	0	0	0	
New Zealand	92	267	175	88	62	177	1,100	1,483	1,518	1,641	3,358	3,957	
Nicaragua	0	0	0	0	0	0	0	334	0	1,066	0	0	
Niger	16	4	1	135	88	30	50	91	136	153	19	151	
Nigeria	309	90	16	26	0	0	282	426	117	407	259	374	
Niue	0	0	0	16	0	0	0	0	0	0	0	0	
Norfolk Island	0	0	0	0	0	0	0	0	0	0	0	0	
Northern Mariana Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Norway	330	482	1,536	1,022	1,220	1,583	1,604	2,124	1,239	6,058	7,261	8,582	
Oman	0	685	2,067	0	0	0	52	114	432	1,477	936	2,559	
Pakistan	2,118	13,777	1,252	3,415	2,882	7,591	12,733	14,364	9,832	24,421	13,384	45,868	
Palau	0	0	0	0	0	0	0	0	0	0	0	0	
Palestine, State of	0	0	0	0	0	0	0	0	153	204	106	0	
Panama	839	1,004	0	0	0	0	1	74	227	0	0	110	
Papua New Guinea	0	0	0	0	0	0	0	0	0	0	72	0	
Paraguay	0	0	20	0	0	0	0	0	0	0	0	0	
Peru	0	0	641	78	0	30	41	0	22	100	196	48	
Philippines	1	0	53	220	0	86	233	482	131	213	104	910	
Poland	427	241	1,519	519	451	783	2,297	677	330	1,499	603	135	
Portugal	223	7,789	10,049	893	8,934	1,192	16,321	14,119	1,268	965	624	3,746	
Qatar	0	0	0	42	0	7	50	83	49	312	260	2,343	
Republic of Moldova	0	0	0	0	117	0	0	22	0	0	0	0	
Romania	1,574	1,080	1,295	1,639	1,171	1,643	1,538	2,810	1,970	1,907	3,871	5,190	
Russian Federation	227	329	413	1,291	2,052	2,510	4,915	5,247	6,095	6,621	10,274	14,556	
Rwanda	0	0	0	0	2	79	23	83	125	119	297	78	
Saint Helena	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Kitts and Nevis	0	0	0	0	0	0	0	0	0	0	0	0	
Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0	0	0	0	2	
Samoa	0	0	0	0	0	0	0	0	0	0	0	0	
Sao Tome and Principe	0	0	0	0	0	0	0	104	41	81	0	343	
Saudi Arabia	37,750	28,070	35,419	39,215	57,934	66,185	89,075	123,223	114,135	146,486	167,355	191,432	
Senegal	47	20	31	0	879	94	159	601	78	378	165	77	
Serbia	0	0	0	0	0	42	25	121	0	4	0	143	
Serbia and Montenegro	0	32	0	317	0	0	0	0	0	0	0	0	
Seychelles	0	0	0	0	0	0	0	4	0	0	0	0	
Sierra Leone	0	20	0	492	0	72	34	194	5	89	444	357	
Singapore	1,421	1,425	1,084	2,237	7,869	10,389	5,306	10,898	8,787	6,745	2,725	1,862	
Slovakia	0	0	0	0	1	4	325	297	213	175	353	245	
Slovenia	0	26	40	169	3	30	83	558	125	147	751	606	
Solomon Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Somalia	13,412	9,635	28,853	17,992	58,808	59,850	73,401	76,916	134,713	224,122	243,311	259,831	
South Africa	166	1,234	2,765	2,207	1,717	2,968	4,391	5,866	4,211	73,696	6,509	13,673	
Spain	3,239	3,471	1,594	2,085	2,350	2,405	5,701	7,995	6,346	7,209	13,582	16,176	
Sri Lanka	0	64	20	31	47	278	25	12	652	533	297	841	
St. Pierre and Miquelon	0	0	0	0	0	0	0	0	0	0	0	0	
Sudan (North + South)	382	2,257	7,500	12,243	21,583	34,556	49,485	74,095	76,914	151,313	178,370	162,735	
Suriname	0	2	0	0	0	0	0	2	0	0	3	0	
Swaziland	1,597	978	1,205	137	2,280	899	923	2,076	732	360	1,801	1,034	
Sweden	1,475	889	1,968	4,089	3,155	2,615	12,602	5,632	10,826	23,703	38,979	27,175	
Switzerland	8,349	10,152	16,108	57,431	53,729	66,697	58,499	98,939	105,313	126,903	129,404	176,954	
Syrian Arab Republic	0	0	175	344	165	0	937	1,876	3,675	2,768	952	2,200	
Taipei, Chinese	443	368	1,580	660	560	2,142	943	1,314	970	1,783	2,064	3,041	
Tajikistan	0	0	0	0	0	0	0	0	0	0	0	0	
Tanzania, United Republic of	0	9	0	987	1,261	13	289	337	343	729	125	807	
Thailand	9,824	1,073	1,538	1,851	1,315	1,464	2,176	1,963	2,772	2,543	9,255	8,870	
Timor-Leste	0	0	0	0	0	0	104	236	0	225	135	0	
Togo	0	0	0	0	0	0	102	5	361	318	55	255	
Tokelau	0	121	0	74	31	0	0	0	0	0	0	0	
Tonga	0	0	0	0	0	0	0	1	0	0	0	1	
Trinidad and Tobago	0	0	0	0	0	0	0	0	2	0	4	23	
Tunisia	214	631	723	894	944	939	965	1,894	1,810	7,899	1,219	1,235	
Turkey	189	5,574	10,935	15,657	13,496	15,230	28,227	39,236	30,061	33,297	45,215	50,572	
Turkmenistan	0	0	0	0	0	0	0	178	0	0	0	0	
Turks and Caicos Islands	0	153	345	188	281	159	369	0	334	477	0	0	
Tuvalu	0	0	0	0	0	0	0	0	0	0	0	0	
Uganda	0	0	0	174	10	27	83	601	1,408	1,932	1,079	639	
Ukraine	0	41	14	288	176	30	179	603	616	132	189	273	
United Arab Emirates	6,440	8,134	10,770	11,949	33,849	28,433	42,315	69,523	72,686	111,322	82,549	79,922	
United Kingdom	15,772	17,341	15,635	22,041	25,184	29,541	31,977	47,650	58,177	57,807	67,510	48,321	
United States Minor Outlying Islands	0	0	134	35	109	0	0	0	0	0	0	0	
United States of America	19,554	16,666	22,721	35,623	43,585	50,940	107,202	114,683	73,477	102,287	97,954	116,088	
Uruguay	0	0	0	0	0	0	0	21	0	2	0	0	
Uzbekistan	0	0	0	0	0	0	0	0	0	7	0	0	
Venezuela	0	0	0	0	0	0	13	27	27	0	0	0	
Viet Nam	0	0	8	0	0	56	913	1,541	4,701	2,576	3,417	34,862	
Wallis and Futuna Islands	0	0	0	0	0	0	0	0	0	0	0	0	
Western Sahara	0	0	0	0	0	0	0	0	0	0	0	0	
Yemen	8,034	7,646	16,131	15,145	23,137	24,752	28,312	28,837	20,663	18,588	20,710	23,789	
Zambia	0	4	12	153	306	229	51	211	108	217	222	238	
Zimbabwe	0	0	0	701	57	98	71	65	74	248	680	470	
